ONG,TÍTULO PROYECTO,TIPOLOGÍA,PAÍS,AÑO DE EJECUCIÓN,SUBVENCIÓN €
SOLIDARIOS PARA EL DESARROLLO,"IMPULSANDO EL DESARROLLO SOCIAL Y ECONOMICO DE COMUNIDADES CAMPESINAS DE LOS CANTONES COLTA, GUAMOTE Y RIOBAMBA EN ACTIVID. AGROPECUA",Cooperación al Desarrollo,Ecuador,2008,"300.000,00"
 INGENIERIA SIN FRONTERAS-ASOCIACION PARA EL DESARROLLO,WILLAY-CUZCO II: FORTALECIMIENTO DE CAPACIDADES  DE ENTIDADES     PPUBLICAS LOCALES EN TRES DISTRITOS DE LA PROVINCIA DE ACOMAYO. CUZCO,Cooperación al Desarrollo,Perú,2008,"270.000,00"
FUNDACION HUMANISMO Y DEMOCRACIA,APOYO INTEGRAL A MADRES ADOLESCENTES DE LA CIUDAD DE CARTAGENA DE INDIAS (COLOMBIA) PARA ORIENTAR SU PROYECTO DE VIDA Y MEJORAR SUS INGRESOS,Cooperación al Desarrollo,Colombia,2008,"300.000,00"
CIDEAL,FORTALECIMIENTO DEL TEJIDO SOCIOECONOMICO EN COMUNIDADES RURALES   EN SITUACION DE EXTREMA POBREZA Y FOCOS DE MIGRACIÓN EN ZONAS FRONTERIZAS,Cooperación al Desarrollo,Perú,2008,"80.000,00"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA,MEJORA DEL SANEAMIENTO AMBIENTAL Y PROTECCIÓN DE DESASTRES DIRIGIDO A 14 ASENTAMIENTOS HUMANOS DE LA ZONA LA ALBORADA - FASE II,Cooperación al Desarrollo,Perú,2008,"304.500,00"
NUEVOS CAMINOS,DESARROLLO DE RECURSOS ACUÍFEROS A TRAVÉS DE LA CONSTRUCCIÓN DE   EMBALSES EN EL ÁREA DE NARIOKOTOME,Cooperación al Desarrollo,Kenia,2008,"114.500,00"
FUNDACION JUAN CIUDAD,"DESARROLLADA LA SEGURIDAD ALIMENTARIA EN LOS CHIEFDOMS DE MARAMPA Y BUYA ROMENDE, EN EL DISTRITO DE PORT LOKO, EN SIERRA LEONA",Cooperación al Desarrollo,Sierra Leona,2008,"280.000,00"
CANDELITA,CENTRO INTEGRAL DE PRODUCTIVIDAD PARA MUJERES. 2ª FASE,Cooperación al Desarrollo,Colombia,2008,"250.000,00"
FUNDACION PROMOCION SOCIAL DE LA CULTURA,ACCESO DE LAS MUJERES DE LA COMUNA DE JBEL HABIB (TETUAN) A UNA  FORMACIÓN QUE LES PERMITA LLEVAR A CABO ACTIVIDADES PRODUCTIVAS,Cooperación al Desarrollo,Marruecos,2008,"230.000,00"
ASOCIACION PARA LA INTEGRACION DEL MENOR PAIDEIA,FORTALECIMIENTO DEL SISTEMA DE PROTECCIÓN A LA INFANCIA Y PREVENCION EN SITUACIÓN DE RIESGO: ASSADAKA Y CENTRO DE ACOGIDA.,Cooperación al Desarrollo,Marruecos,2008,"300.000,00"
FUNDACIÓN AYUDA EN ACCION,"IMPLEMENTACION DE HUERTOS HORTICOLAS FAMILIARES BAJO INVERNADEROS EN CUSCO, APURIMAC Y PUNO",Cooperación al Desarrollo,Perú,2008,"200.000,00"
FAD. FUNDACION DE AYUDA CONTRA LA DROGADICCION,LA JUVENTUD DE GUAYARAMERÍN-BENI PROTAGOSITAS DE SU DESARROLLO SOCIAL Y LABORAL,Cooperación al Desarrollo,Bolivia,2008,"200.000,00"
COMITE INTERNACIONAL DE RESCATE ESPAÑA,GENERACIÓN DE INGRESOS Y EMPLEO PARA MUJERES Y JÓVENES AFRODESCENDIENTES Y MEJORAMIENTO DE SUS CONDICIONES DE SALUBRIDAD Y SANEAMIENTO BASICO,Cooperación al Desarrollo,Colombia,2008,"270.000,00"
FUNDACION COMUNION PROMOCION DESARROLLO LIBERACION. COPRODELI,"PUESTA EN FUNCIONAMIENTO DEL CENTRO EDUCATIVO SAN PEDRO  PARA  ATENDER LAS ZONAS DE CHINCHA BAJA,TAMBO DE MORA (PERU) AFECTADA TERREMOTO",Cooperación al Desarrollo,Perú,2008,"230.000,00"
ASOC.INVESTIGACION Y ESPECIALIZACION SOBRE TEMAS IBEROAMERICANOS AIETI,ATENCION INTEGRAL A VICTIMAS DE TRATA  Y DESAPARICIONES Y         FORTALECIMIENTO DE LAS POLITICAS LOCALES EN PUENTE PIEDRA. PERU,Cooperación al Desarrollo,Perú,2008,"220.000,00"
FUNDACION IBEROAMERICANA PARA EL DESARROLLO -F.I.D.E.,"CONTRIBUCIÓN A LA GENERACIÓN DE CONDICIONES PARA EL EJERCICIO CIUDADANO, EQUIDAD DE GÉNERO Y SEGURIDAD JÚRIDICA SOBRE PROPIEDAD AGRARIA",Cooperación al Desarrollo,Bolivia,2008,"220.000,00"
FUNDACION IUVE,MEJORA DE LA SALUD COMUNITARIA EN 10 CANTONES DE LA PROVINCIA DEL CHIMBORAZO,Cooperación al Desarrollo,Ecuador,2008,"82.686,37"
ASOCIACION CULTURAL POR COLOMBIA E IBEROAMERICA. ACULCO,JUNTOS ES POSIBLE. FASE IV.,Cooperación al Desarrollo,Colombia,2008,"110.000,00"
FUNDACION VICENTE FERRER,CONSTRUCCIÓN Y EQUIPAMIENTO DE LA UNIDAD DE HOSPITALIZACIÓN DEL HOSPITAL INFANTIL EN BATHALAPALLI-ATENCIÓN INFANTIL EN EL DTO.DE ANANTAPUR,Cooperación al Desarrollo,India,2008,"300.000,00"
FUNDACION PARA EL DESARROLLO DE LA ENFERMERIA,APOYO A LA PROFESIONALIZACIÓN DE RECURSOS HUMANOS DE ENFERMERÍA   DEL SISTEMA PÚBLICO DE SALUD DE NICARAGUA (3ª FASE),Cooperación al Desarrollo,Nicaragua,2008,"250.000,00"
FUNDACION CEAR CONSEJO ESPAÑOL DE APOYO A LOS REFUGIADOS,CREACIÓN DE UN CENTRO DE FORMACIÓN Y ATENCIÓN SOCIAL Y JURÍDICA PARA LA COMUNIDAD DE MIGRANTES Y REFUGIADOS EN MARRUECOS.,Cooperación al Desarrollo,Marruecos,2008,"285.000,00"
FUNDACIÓN MADRID PAZ Y SOLIDARIDAD,"APOYO AL FORTALECIMIENTO INSTITUCIONAL PRODUCTIVO, FINANCIERO Y COMERCIALIZACIÓN A LA UNIÓN DE COOPERATIVAS DE JINOTEGA (JIGUINA)",Cooperación al Desarrollo,Nicaragua,2008,"205.000,00"
FUNDACION AMREF-ESPAÑA,PREVENCION DE ENFERMEDADES RELACIONADAS CON HABITOS DE HIGIENE Y SANEAMIENTO EN CENTROS ESCOLARES EN LA DIVISION DE KAWEMPE. UGANDA,Cooperación al Desarrollo,Uganda,2008,"300.870,00"
ASOCIACION MUNDO COOPERANTE.,"MEJORA LA SITUACIÓN DE MUJERES Y NIÑOS MENORES DE 6 AÑOS PERTENECIENTES A COMUN.INDIGENAS DE LOS CANTONES COLTA, GUAMOTE, ALAUSI Y RIOBAMBA",Cooperación al Desarrollo,Ecuador,2008,"150.000,00"
FUNDACION TIERRA DE HOMBRES ESPAÑA.,LUCHA CONTRA LA DESNUTRICIÓN CRÓNICA INFANTIL.FASE II,Cooperación al Desarrollo,Perú,2008,"52.152,83"
ACAC SAN EGIDO DE ESPAÑA,REALIZACION DE UN CENTRO DE ATENCIÓN Y PREVENCIÓN DEL SIDA PARA    MADRES Y NIÑOS EN ARUSHA (TANZANIA),Cooperación al Desarrollo,Tanzania,2008,"200.000,00"
FUNDACIÓN PLAN INTERNACIONAL ESPAÑA,MEJORAMIENTO DEL NIVEL DE ENSEÑANZA. APRENDIZAJE Y DESARROLLO INTEGRAL DE LOS NIÑOS Y NIÑAS QUE ASISTEN A LAS ESCUELAS DE CHIMBORAZO,Cooperación al Desarrollo,Ecuador,2008,"300.000,00"
SOTERMUN,"EMPRENDIMIENTO INCLUSIVO PARA LA PRODUCCION, TRANSFORMACION Y COMERCIALIZACION DE AWAYMANTO EN LA PROVINCIA DE SAN PABLO. CAJAMARCA.",Cooperación al Desarrollo,Perú,2008,"150.000,00"
FUNDACIÓN FABRETTO,"APOYO AL DESARROLLO EDUCATIVO TEMPRANO Y PREESCOLAR DE COMUNIDDES REMOTAS EN MADRIZ, NICARAGUA.",Cooperación al Desarrollo,Nicaragua,2008,"105.000,00"
ASOCIACIÓN AYÚDALES A VIVIR,"CENTRO DE PRODUCCION Y SERVICIOS DEL CENTRO DE ESTUDIOS Y DESARRO LLO COMUNITARIO-CEDEC, EN PACHACUTEC, PERU.",Cooperación al Desarrollo,Perú,2008,"200.000,00"
FUNDACION JOSE ORTEGA Y GASSET.,DESARROLLO DE CAPACIDADES PARA LA MEJORA DE LA GESTIÓN DE LOS PROGRAMAS SOCIALES EN LAS REGIONES DE JUNIN Y HUANCAVELICA-PERÚ.,Cooperación al Desarrollo,Perú,2008,"150.000,00"
MEDICOS DEL MUNDO,EL PODER DE LA FOTOGRAFÍA PARA DENUNCIAR LAS INJUSTICIAS Y LA VUL-NERACIÓN DE LOS DERECHOS HUMANOS EN EL MUNDO,Sensibilización / Educación para el Desarrollo,Madrid,2008,"5.755,07"
AMISTAD EUROPEA. PROYECTO SOLIDARIO (ONGD),SENSIBILIZACIÓN INTEGRAL POR LOS DERECHOS DE LOS NIÑOS Y NIÑAS TRABAJADORES DE LATINOAMERICA,Sensibilización / Educación para el Desarrollo,Madrid,2008,"15.000,00"
SAVE THE CHILDREN,LA INFANCIA EN EL CONFLICTO ARMADO: LA IMPORTANCIA DE LA EDUCACION,Sensibilización / Educación para el Desarrollo,Madrid,2008,"44.786,00"
MANOS UNIDAS. COMITE CATOLICO DE CAMPAÑA CONTRA EL HAMBRE EN EL MUNDO,EXPOSICIÓN ITINERANTE LA INFANCIA DEL DERECHO Y DEL REVÉS,Sensibilización / Educación para el Desarrollo,Madrid,2008,"5.080,00"
"FUNDACION INTERMON OXFAM, FUNDACION PRIVADA",CAMPAÑA DE SENSIBILIZACION CIUDADANA: POR EL PLENO EJERCICIO DE   LOS DERECHOS FUNDAMENTALES,Sensibilización / Educación para el Desarrollo,Madrid,2008,"71.000,00"
FUNDACION CODESPA - FUTURO EN MARCHA,LA COMERCIALIZACION Y  ENFOQUE CADENAS VALOR COMO ESTRATEGIA DE LUCHA CONTRA LA POBREZA DE COMUNIDADES PRODUCTORAS PAISES VIAS DESARROLLO,Sensibilización / Educación para el Desarrollo,Madrid,2008,"35.000,00"
ASAMBLEA DE COOPERACION POR LA PAZ,8+8+48 ¡QUEREMOS Y PODEMOS¡ 2ª FASE.,Sensibilización / Educación para el Desarrollo,Madrid,2008,"70.000,00"
COOPERACION INTERNACIONAL,EDUCA HOY. DESARROLLA EL FUTURO III. PROGRAMA DE SENSIBILIZACION  EDUCATIVA. 2008-2010,Sensibilización / Educación para el Desarrollo,Madrid,2008,"16.000,00"
ACSUR (ASOCIACION PARA LA COOPERACION CON EL SUR LAS SEGOVIAS),EN PLANO CORTO: HERRAMIENTAS AUDIOVISUALES EN LA EDUCACION PARA   EL DESARROLLO Y SENSIBILIZACIÓN,Sensibilización / Educación para el Desarrollo,Madrid,2008,"36.000,00"
FUNDACION  DEL VALLE,LA SALUD DE LA INFANCIA EN HONDURAS: ¿DERECHO O PRIVILEGIO ?,Sensibilización / Educación para el Desarrollo,Madrid,2008,"43.341,43"
 INGENIERIA SIN FRONTERAS-ASOCIACION PARA EL DESARROLLO,SENSIBILIZACION SOBRE EL ACCESO AL AGUA Y SANEAMIENTO COMO DERECHO HUMANO (3ª FASE),Sensibilización / Educación para el Desarrollo,Madrid,2008,"32.470,41"
FUNDACION HUMANISMO Y DEMOCRACIA,VIVENCIAS CULTURALES DEL DESARROLLO,Sensibilización / Educación para el Desarrollo,Madrid,2008,"31.220,00"
"MPDL - MOVIMIENTO POR LA PAZ, EL DESARME Y LA LIBERTAD",JOVENES CON EL DESARROLLO,Sensibilización / Educación para el Desarrollo,Madrid,2008,"35.000,00"
ASAMBLEA DE MADRID DE CRUZ ROJA ESPAÑOLA,"EL DESARROLLO DEL SUR, RESPONSABILIDAD DE TODOS (2ª FASE)",Sensibilización / Educación para el Desarrollo,Madrid,2008,"44.404,00"
RADIO VALLEKAS. ASOCIACION CULTURAL TALLER DE COMUNICACION.,PUENTES DE COMUNICACIÓN CON LAS MUJERES DEL MUNDO,Sensibilización / Educación para el Desarrollo,Madrid,2008,"50.000,00"
INSTITUTO DE PROMOCION Y APOYO AL DESARROLLO IPADE,MADRID SE MOVILIZA CONTRA EL DETERIORO AMBIENTAL Y LA FEMINIZACIÓN DE LA POBREZA.,Sensibilización / Educación para el Desarrollo,Madrid,2008,"25.000,00"
FUNDACION IBEROAMERICANA PARA EL DESARROLLO -F.I.D.E.,ODM Nº 3: EQUIDAD DE GENERO A TRAVÉS DEL CINE PARA SECUNDARIA,Sensibilización / Educación para el Desarrollo,Madrid,2008,"37.251,45"
SETEM,FIESTA DEL COMERCIO JUSTO EN MADRID . 3ª EDICION,Sensibilización / Educación para el Desarrollo,Madrid,2008,"29.791,60"
ASOCIACION MUNDO COOPERANTE.,MUJERES QUE CAMBIAN EL MUNDO: LA MUJER COMO MOTOR DEL DESARROLLO   (II FASE),Sensibilización / Educación para el Desarrollo,Madrid,2008,"29.428,59"
FUNDACION TIERRA DE HOMBRES ESPAÑA.,STOP AL TRÁFICO DE NIÑOS,Sensibilización / Educación para el Desarrollo,Madrid,2008,"33.682,45"
FUNDACION RED DEPORTE Y COOPERACION,CONECTANDO AFRICA 2010,Sensibilización / Educación para el Desarrollo,Madrid,2008,"40.000,00"
FUNDACION ECONOMISTAS SIN FRONTERAS,PROGRAMA DE SENSIBILIZACIÓN Y EDUCACIÓN PARA EL DESARROLLO LA OTRA ACTUALIDAD - FASE II,Sensibilización / Educación para el Desarrollo,Madrid,2008,"43.789,00"
READI. RED EURO-ARABE DE ONGDS PARA EL DESARROLLO Y LA INTEGRACION,PROYECTO DE SENSIBILIZACIÓN PARA FAVORECER EL CONOCIMIENTO DE LA REALIDAD DE LOS PAÍSES MENOS FAVORECIDOS DEL ENTORNO MEDITERRÁNEO.,Sensibilización / Educación para el Desarrollo,Madrid,2008,"26.000,00"
FUNDACIÓN CODESPA,"Fortalecimiento de las relaciones institucionales, comerciales y financieras entre la ciudad de Madrid y las provincias de Azuay y Cañar en el Ecuador, FASE II.",Codesarrollo,ECUADOR ,2008,"350.000,00"
ASAMBLEA DE COOPERACIÓN POR LA PAZ. ACPP,Prevención de la migración irregular desde Marruecos a España y las violaciones de Derechos Humanos de los migrantes marroquíes fomentando que se realice una emigración regular responsable a través de los Ayuntamientos e instituciones del norte de Marruec,Codesarrollo,MARRUECOS,2008,"110.000,00"
"AMÉRICA, ESPAÑA, SOLIDARIDAD Y COOPERACION. AESCO","Programa integral de retorno voluntario asistido y prevencion de la migracion desordenada hacia España, en el Area metropolitana de las ciudades de Pereira, Cali y Bogotá , D.C. 2ª fase.",Codesarrollo,COLOMBIA,2008,"150.000,00"
CENTRO DE INVESTIGACIÓN Y COOPERACIÓN PARA EL DESARROLLO. CIDEAL,"Mejora de las condiciones sociales y económicas de familias dominicanas con miembros migrantes en Madrid, mediante el fortalecimiento de redes sociales, la participación de los migrantes en las estrategias locales de desarrollo, la promoción del uso produ",Codesarrollo,REPÚBLICA DOMINICANA,2008,"196.370,00"
"MOVIMIENTO POR LA PAZ, EL DESARME Y LA LIBERTAD. MPDL","Derechos de los migrantes marroquíes para la optimización de su potencial desarrollo, tanto en la provincia de Alhucemas como en la ciudad de Madrid.",Codesarrollo,MARRUECOS,2008,"195.000,00"
CRUZ ROJA ESPAÑOLA. COMUNIDAD DE MADRID,Proyecto integral de Codesarrollo dirigido a potenciales emigrantes y actuales inmigrantes peruanos en la ciudad de Madrid. IV Fase.,Codesarrollo,PERÚ,2008,"150.000,00"
ASOCIACIÓN CANDELITA,Proyecto Lazos - Plan dinamizador del desarrollo sostenible entre Madrid (España) y Colombia - Fase III.,Codesarrollo,COLOMBIA,2008,"200.000,00"
ASOCIACIÓN SOCIO-CULTURAL Y DE COOPERACIÓN AL DESARROLLO POR COLOMBIA E IBERO AMÉRICA. ACULCO,"Nuestras manos en Madrid, un proyecto solidario con mujeres en Colombia.",Codesarrollo,COLOMBIA,2008,"200.000,00"
RED EUROMEDITERRÁNEA DE COOPERACIÓN AL DESARROLLO. REMCODE,Remesas solidarias.,Codesarrollo,MARRUECOS,2008,"100.000,00"
ASOCIACIÓN PROVIVIENDA,Codesarrollo y vivienda - Quito (Covi-Quito).,Codesarrollo,ECUADOR ,2008,"246.580,00"
 ASOCIACIÓN DE COOPERACIÓN BOLIVIA-ESPAÑA. ACOBE,"Promoción del ahorro e inversión de remesas del colectivo boliviano del municipio de Madrid y familias de migrantes en los departamentos de La Paz, Cochabamba y Santa Cruz - Bolivia.",Codesarrollo,BOLIVIA,2008,"102.050,00"
ASOCIACIÓN PAZ Y DESARROLLO,"Fortalecimiento de la capacidad de respuesta de la población ante situaciones de emergencia, mediante el establecimiento de una cultura de riesgos y rehabilitación de infraestructura sanitaria escolar para la mitigación de proliferación de enfermedades po",Ayuda Humanitaria,ECUADOR,2008,"39.995,95"
FUNDACIÓN ESPAÑOLA PARA LA COOPERACIÓN SOLIDARIDAD INTERNACIONAL,"Reducción de la vulnerabilidad de las comunidades damnificadas por el huracán Félix en los municipios de Vilanueva y Somotillo, en Chinadenga norte",Ayuda Humanitaria,NICARAGUA,2008,"45.875,39"
FUNDACIÓN SAVE THE CHILDREN,"Proyecto para la promoción de la salud perinatal, infantil y maternal en los distritos de Aguie, Tessaoua, en la región de Maradi (Níger)",Ayuda Humanitaria,NÍGER,2008,"300.000,00"
FUNDACIÓN SAVE THE CHILDREN,"Respuesta de emergencia en acceso de agua, saneamiento e higiene para las poblaciones afectadas por el ciclón Nargis",Ayuda Humanitaria,BIRMANIA,2008,"90.000,00"
FUNDACIÓN INTERED,"Mejorar las condiciones de vida de las familias damnificadas de las inundaciones provocadas por el fenómeno ""La niña""",Ayuda Humanitaria,BOLIVIA,2008,"60.000,00"
ESPAÑA CON ACNUR,"Convenio de Subvención entre el Ayto de Madrid, la Oficina del Alto Comisionado de las NNUU para los Refugiados y la Asoc. España con ACNUR, para la realización de intervenciones de AH de Asistencia a Refugiados. 2008",Ayuda Humanitaria,SUDÁN,2008,"600.000,00"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Proyecto integral de seguridad alimentaria en Níger. 2008,Ayuda Humanitaria,NÍGER,2008,"230.000,00"
CRUZ ROJA ESPAÑOLA - COMUNIDAD DE MADRID,Envío de láminas de zinc para reconstrucción de techos en Cuba tras la temporada de huracanes 2008,Ayuda Humanitaria,CUBA,2008,"30.000,00"
BOMBEROS UNIDOS SIN FRONTERAS,"Potabilización de emergencia en la lucha contra enfermedades infecto-contagiosas en zonas rurales del disrrito de Belén, provincia de Maynas (Perú)",Ayuda Humanitaria,PERÚ ,2008,"86.800,00"
BOMBEROS UNIDOS SIN FRONTERAS,"Convenio de colaboración Exmo. Ayto de Madrid y Bomberos Unidos sin Fronteras para actuaciones de Emergencia en el marco del Programa de Cooperación al Desarrollo, 2008",Ayuda Humanitaria,CONVENIO,2008,"400.000,00"
CÁRITAS ESPAÑOLA,Ayuda de emergencia a las victimas del terremoto,Ayuda Humanitaria,R.D.CONGO,2008,"57.130,00"
CÁRITAS ESPAÑOLA,Ayuda de emergencia a los desplazados de la guera de la R.D. Congo en Dungu/Doruma,Ayuda Humanitaria,R.D.CONGO,2008,"115.000,00"
ACCIÓN CONTRA EL HAMBRE,"Proyecto de apoyo a una seguridad alimentaria sostenible a través del refuerzo de las capacidades locales, la protección y la diversificación de los sistemas de producción agropastoral y la prevención de la malnutrición en los departamentos de Keita y Aba",Ayuda Humanitaria,NÍGER,2008,"33.000,00"
SOTERMUN,"Mejoramiento de trocha carrozable de acceso a las comunidades productoras de aguaymanto: Jancos Alto y Cuzcuden, provincia de San Pablo, Cajamarca",Ayuda Humanitaria,PERÚ ,2008,"59.500,00"
ÁFRICA DIRECTO,"Programa de ayuda de emergencia y ayuda humanitaria para el sostén alimentario, sanitariio y escolar a los jóvenes desplazados, en su mayoría menores separados de sus familias, provocado por los conflictos armados en la cudad de Rugari, Kivu Norte, Rep. D",Ayuda Humanitaria,R.D.CONGO,2008,"83.982,68"
INFANCIA SIN FRONTERAS,Seguridad alimentaria y fortalecimiento del Distrito Sanitario en el Departamento de Guidan Roumdji,Ayuda Humanitaria,NÍGER,2008,"67.966,13"
ASOCIACIÓN PROVIVIENDA,Proyecto emergente de viviendas para damnificados por el fuerte invierno e inundaciones en Ecuador,Ayuda Humanitaria,ECUADOR,2008,"59.550,00"
ASOCIACION POR LA PAZ Y EL DESARROLLO,"IMPLEMENTACIÓN DE LA ESTRATEGIA ALTOALATUBERCULOSIS""",Cooperación al Desarrollo,Ecuador,2009,"160.000,00"
ISCOD - INSTITUTO SINDICAL  DE COOPERACION AL DESARROLLO,HABILITACIÓN LABORAL PARA EL EMPLEO.SEGUNDA FASE,Cooperación al Desarrollo,Nicaragua,2009,"150.000,00"
CENTRO DE ESTUDIOS Y SOLIDARIDAD CON AMERICA LATINA (CESAL),MEJORAS EN LAS INFRAESTRUCTURAS Y EN LA FORMACIÓN DOCENTE EN CENTROS EDUCATIVOS DEL DISTRITO DE KITGUM. NORTE DE UGANDA.,Cooperación al Desarrollo,Uganda,2009,"280.000,00"
MEDICOS DEL MUNDO,FORTALECIMIENTO DEL SISTEMA DE SALUD Y LA ORGANIZACIÓN COMUNITARIA PARA MEJORA DE LA SALUD DE LA POBLACIÓN INFANTIL Y DE LAS MUJERES...,Cooperación al Desarrollo,El Salvador,2009,"200.000,00"
COOPERACION SOCIAL,MEJORA DE LA PRODUCCIÓN LECHERA DE CUATRO COMUNIDADES INDÍGENAS EN EL ALTIPLANO DE LA PAZ.,Cooperación al Desarrollo,Bolivia,2009,"156.741,36"
AMISTAD EUROPEA. PROYECTO SOLIDARIO (ONGD),FORMACIÓN DE JÓVENES TRABAJADORES.,Cooperación al Desarrollo,Ecuador,2009,"230.000,00"
FEDERACION ESPAÑOLA DE RELIGIOSOS ENSEÑANZA. FERE,"CONSTRUCCIÓN DEL CENTRO CULTURAL Y LÚDICO-DEPORTIVO NADIELFARAH""PARALAATENCIÓNSOCIALBÁSICANECESARIADEPOBLACIÓNINFANTILYJUVENIL""",Cooperación al Desarrollo,Marruecos,2009,"180.000,00"
FUNDACION ESPAÑOLA PARA LA COOPERACION SOLIDARIDAD INTERNACIONAL,FORTALECIMIENTO DE LA GESTIÓN MUNICIPAL CON ENFOQUE DE ORDENAMIENTO TERRITORIAL,Cooperación al Desarrollo,Nicaragua,2009,"100.000,00"
SAVE THE CHILDREN,CONSTRUCCION DE TERRITORIOS DE PAZ EN ESCUELAS CANTON CUENCA.      ECUADOR,Cooperación al Desarrollo,Ecuador,2009,"250.000,00"
MANOS UNIDAS. COMITE CATOLICO DE CAMPAÑA CONTRA EL HAMBRE EN EL MUNDO,"DESARROLLO INTEGRAL SOSTENIBLE MEDIANTE EL ACCESO A SERVICIOS  BASICOS,GENERACION DE INGRESOS Y REFORZAMIENTO INSTIT.CASAMANCE.SENEGAL.",Cooperación al Desarrollo,Senegal,2009,"280.000,00"
FUNDACION INTERED,"MEJORA DE LA CALIDAD EDUCATIVA EN EL DEPARTAMENTO DE CHUQUISACA, BOLIVIA. II FASE.",Cooperación al Desarrollo,Bolivia,2009,"200.000,00"
"FUNDACION INTERMON OXFAM, FUNDACION PRIVADA",FORTALECIMIENTO ORGANIZATIVO Y DE LAS ECONOMIAS CAMPESINAS DE LA  OMICSE-UNOCANC,Cooperación al Desarrollo,Ecuador,2009,"200.000,00"
FUNDACION CODESPA - FUTURO EN MARCHA,FORTALECIMIENTO DE OPORTUNIDADES DE INGRESOS DE 180 FAMILIAS  MICROEMPRENDEDORAS DE COLOMBIA,Cooperación al Desarrollo,Colombia,2009,"120.000,00"
ASAMBLEA DE COOPERACION POR LA PAZ,"MEJORA DE LAS CONDICIONES EDUCATIVAS,SOCIO-COMUNITARIAS Y MEDIOAMBIENTALES DE 528 HABITANTES DEL MUNICIPIO DE PETOA, DPTO. STA. BÁRBARA.HOND",Cooperación al Desarrollo,Honduras,2009,"250.000,00"
FUNDACION IEPALA.INST. ESTUDIOS PARA AMERICA LATINA Y AFRICA,FORTALECIMIENTO DE LAS ORGANIZACIONES CAMPESINAS EN CHAYANTA.,Cooperación al Desarrollo,Bolivia,2009,"100.000,00"
PROSALUS,PROMOCION DE LA SEGURIDAD ALIMENTARIA EN LA MICROCUENCA DEL  CHOTANO.CAJAMARCA. PERU.,Cooperación al Desarrollo,Perú,2009,"280.000,00"
FUNDACIÓN JÓVENES Y DESARROLLO (ANTES FUND.JOVENES DEL TERCER MUNDO),PRIMERA FASE DE AMPLIACIÓN Y MEJORA DE LA OFERTA EDUCATIVA EN LA  ESCUELA SUPERIOR PROFESIONAL DON BOSCO DE EL ALTO.DPTO. LA PAZ. BOLIVIA.,Cooperación al Desarrollo,Bolivia,2009,"168.350,00"
COOPERACION INTERNACIONAL,FORMACIÓN DE LIDERES AGROECOLÓGICOS EN  EL SUR DE BOGOTÁ Y SU     AREA METROPOLITANA. SUR DE BOGOTÁ. COLOMBIA,Cooperación al Desarrollo,Colombia,2009,"280.000,00"
FUNDACION PAZ Y TERCER MUNDO,"FORTALECIMIENTO DE LA PARTICIPACIÓN CIUDADNA DE LAS MUJERES EN    LOS MUNICIPIOS DE AYUTUXTEPEQUE, SANTA TECLA Y SAN SALVADOR.EL SALVADOR",Cooperación al Desarrollo,El Salvador,2009,"120.000,00"
ACSUR (ASOCIACION PARA LA COOPERACION CON EL SUR LAS SEGOVIAS),FORTALECIMIENTO DE LOS DERECHOS ECONOMICOS DE LAS MUJERES EN      MARRUECOS,Cooperación al Desarrollo,Marruecos,2009,"230.000,00"
ENTRE CULTURAS - FE Y ALEGRIA,MEJORA DEL ACCESO  UNA EDUCACIÓN BÁSICA PÚBLICA DE NIÑO/AS Y      JÓVENES DE ZONAS URBANO MARGINALES DE CUTERVO Y PISCO. PERÚ.,Cooperación al Desarrollo,Perú,2009,"280.000,00"
FUNDACION  DEL VALLE,AUMENTO DE OPORTUNIDADES EDUCATIVAS EN LA POBLACIÓN JUVENIL DE LOSMUNICIPIOS DE TECOLUCA Y JIQUILISCO. EL SALVADOR. FASE II.,Cooperación al Desarrollo,El Salvador,2009,"280.000,00"
SOLIDARIOS PARA EL DESARROLLO,"PARTICIPACIÓN EQUITATIVA, FORTALECIMIENTO LOCAL Y DESARROLLO PRODUCTIVO DE LOS PEQUEÑOS PRODUCTORES CAMPESINOS DE COLTA,GUAMOTE.ECUADOR",Cooperación al Desarrollo,Ecuador,2009,"180.000,00"
 INGENIERIA SIN FRONTERAS-ASOCIACION PARA EL DESARROLLO,ACCESO UNIVERSAL Y SOSTENIBLE A SERVICIOS DE ABASTECIMIENTO DE   AGUA MEDIANTE LA MEJORA DE LA GESTIÓN A NIVEL LOCAL Y DISTRITAL Y  MEJORA PLANIFICACIÓN EN EL DISTRITO DE KIBONDO,Cooperación al Desarrollo,Tanzania,2009,"215.490,00"
FUNDACION HUMANISMO Y DEMOCRACIA,MEJORA DE LA SEGURIDAD ALIMENTARIA EN 9 COMUNIDADES RURALES DE LA PROVINCIA  DE BARAHONA. REP. DOMINICANA,Cooperación al Desarrollo,República Dominicana,2009,"218.433,00"
CIDEAL,PROMOCIÓN DEL DESARROLLO SOCIO-ECONOMICO DE PEQUEÑOS PRODUCTORES  AGRICOLAS DE CINCO MUNICIPIOS DEL EJE CAFETERO COLOMBIANO,Cooperación al Desarrollo,Colombia,2009,"234.200,00"
